Multiple factor analysis: principal,
component analysis for multitable,
and multiblock data sets,
"Herve« Abdi1, Lynne J. Williams2 and Domininique Valentin3",
"Page 14, Figure (64), right singular vectors",
,
-1.117,0.466
-0.922,0.093
-0.867,-1.295
-1.27,-0.473
1.564,-0.366
1.44,-0.308
0.921,0.584
1.054,1.163
-0.762,1.051
0.083,-2.158
-0.542,1.463
0.418,-0.217
